substance,synset,prune,hyperparam_source,hyperparams
cooked__maple_syrup,cooked__maple_syrup.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1370.0, ""is_viscous"": true, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {}}"
cooked__margarine,cooked__margarine.n.01,1,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 959.0, ""is_viscous"": false, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [1.0, 0.94, 0.6], ""enable_diffuse_transmission"": false}}"
cooked__marinade,cooked__marinade.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1000.0, ""is_viscous"": false, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.27, 0.13, 0.01], ""enable_diffuse_transmission"": false}}"
cooked__marinara,cooked__marinara.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.017, ""particle_density"": 1054.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.54, 0.0, 0.0], ""diffuse_reflection_color"": [0.54, 0.0, 0.0]}}"
cooked__marjoram,cooked__marjoram.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 115.0}"
cooked__mashed_potato,cooked__mashed_potato.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.025, ""particle_density"": 888.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.94, 0.88, 0.6], ""diffuse_reflection_color"": [0.94, 0.88, 0.6]}}"
cooked__mayonnaise,cooked__mayonnaise.n.01,1,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 910.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [1.0, 0.9, 0.81], ""enable_diffuse_transmission"": false}}"
cooked__meringue,cooked__meringue.n.01,0,gpt,"{""type"": ""fluid"", ""particle_density"": 608.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""Bubble"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 0.921, 0.803], ""diffuse_reflection_color"": [1, 0.921, 0.803], ""specular_transmission_scattering_color"": [1, 0.921, 0.803]}}"
cooked__milkshake,cooked__milkshake.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1200.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.84, 0.74, 0.64], ""enable_diffuse_transmission"": false}}"
cooked__miso,cooked__miso.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1050.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.545, 0.271, 0.075], ""diffuse_reflection_color"": [0.545, 0.271, 0.075], ""specular_transmission_scattering_color"": [0.545, 0.271, 0.075]}}"
cooked__molasses,cooked__molasses.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1420.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""MapleSyrup"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.35, 0.27, 0.13], ""diffuse_reflection_color"": [0.35, 0.27, 0.13], ""specular_transmission_scattering_color"": [0.35, 0.27, 0.13]}}"
cooked__muffin_batter,cooked__muffin_batter.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.02, ""particle_density"": 1016.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.84, 0.75, 0.66], ""diffuse_reflection_color"": [0.84, 0.75, 0.66]}}"
cooked__mustard,cooked__mustard.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1014.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [1.0, 0.83, 0.0], ""enable_diffuse_transmission"": false}}"
cooked__mustard_seed,cooked__mustard_seed.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 430.0}"
cooked__noodle,cooked__noodle.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 161.0}"
cooked__nut_butter,cooked__nut_butter.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1300.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.72, 0.52, 0.25], ""diffuse_reflection_color"": [0.72, 0.52, 0.25], ""specular_transmission_scattering_color"": [0.72, 0.52, 0.25]}}"
cooked__nutmeg,cooked__nutmeg.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 473.0}"
cooked__oat,cooked__oat.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 338.0}"
cooked__olive_oil,cooked__olive_oil.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 916.0, ""is_viscous"": true, ""material_mtl_name"": ""ClearWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.66, 0.8, 0.25], ""specular_reflection_ior_preset"": 18}}"
cooked__onion_powder,cooked__onion_powder.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 467.0}"
cooked__onion_ring_batter,cooked__onion_ring_batter.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.02, ""particle_density"": 1016.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.84, 0.75, 0.66], ""diffuse_reflection_color"": [0.84, 0.75, 0.66]}}"
cooked__orange_juice,cooked__orange_juice.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1050.0, ""is_viscous"": false, ""material_mtl_name"": ""OrangeJuice"", ""customize_material_kwargs"": {""enable_diffuse_transmission"": false}}"
cooked__orange_zest,cooked__orange_zest.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 1000.0}"
cooked__orzo,cooked__orzo.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 710.0}"
cooked__pancake_batter,cooked__pancake_batter.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.02, ""particle_density"": 1016.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.84, 0.75, 0.66], ""diffuse_reflection_color"": [0.84, 0.75, 0.66]}}"
cooked__paprika,cooked__paprika.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 460.0}"
cooked__pea,cooked__pea.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 676.0}"
cooked__peanut,cooked__peanut.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 641.0}"
cooked__peanut_butter,cooked__peanut_butter.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.015, ""particle_density"": 1091.0, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {}}"
cooked__peanut_oil,cooked__peanut_oil.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 920.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.8, 0.7, 0.1], ""diffuse_reflection_color"": [0.8, 0.7, 0.1], ""specular_transmission_scattering_color"": [0.8, 0.7, 0.1]}}"
cooked__pecan,cooked__pecan.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 481.0}"
cooked__penne,cooked__penne.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 402.0}"
cooked__pesto,cooked__pesto.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.017, ""particle_density"": 1014.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.17, 0.27, 0.05], ""diffuse_reflection_color"": [0.17, 0.27, 0.05]}}"
cooked__petite_marmite,cooked__petite_marmite.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 800.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""Honey"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.55, 0.27, 0.07], ""diffuse_reflection_color"": [0.55, 0.27, 0.07], ""specular_transmission_scattering_color"": [0.55, 0.27, 0.07]}}"
cooked__pine_nut,cooked__pine_nut.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 600.0}"
cooked__pistachio,cooked__pistachio.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 600.0}"
cooked__popcorn,cooked__popcorn.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 46.5}"
cooked__poultry_seasoning,cooked__poultry_seasoning.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 550.0}"
cooked__pumpkin_pie_spice,cooked__pumpkin_pie_spice.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 379.0}"
cooked__pumpkin_seed,cooked__pumpkin_seed.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 755.0}"
cooked__quinoa,cooked__quinoa.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 1058.0}"
cooked__raisin,cooked__raisin.n.01,0,fromcooked,"{""type"": ""macro_physical_particle"", ""particle_density"": 1400.0}"
cooked__ravioli,cooked__ravioli.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 800.0}"
cooked__red_meat_sauce,cooked__red_meat_sauce.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.015, ""particle_density"": 1000.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.17, 0.05, 0.01], ""enable_diffuse_transmission"": false}}"
cooked__red_wine,cooked__red_wine.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 990.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.42, 0.04, 0.19], ""specular_transmission_scattering_color"": [0.31, 0.0, 0.04]}}"
cooked__refried_beans,cooked__refried_beans.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.02, ""particle_density"": 1023.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.49, 0.36, 0.31], ""enable_diffuse_transmission"": false}}"
cooked__ricotta,cooked__ricotta.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 1050.0}"
cooked__risotto,cooked__risotto.n.01,0,gpt,"{""type"": ""fluid"", ""particle_density"": 750.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""SkimMilk"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.98, 0.92, 0.84], ""diffuse_reflection_color"": [0.98, 0.92, 0.84], ""specular_transmission_scattering_color"": [0.98, 0.92, 0.84]}}"
cooked__roux,cooked__roux.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 1000.0, ""particle_contact_offset"": 0.015, ""is_viscous"": true, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.71, 0.396, 0.114], ""diffuse_reflection_color"": [0.71, 0.396, 0.114], ""specular_transmission_scattering_color"": [0.71, 0.396, 0.114]}}"
cooked__saffron,cooked__saffron.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 142.0}"
cooked__sage,cooked__sage.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 135.0}"
cooked__salsa,cooked__salsa.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.017, ""particle_density"": 1099.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.4, 0.08, 0.05], ""diffuse_reflection_color"": [0.4, 0.08, 0.05]}}"
cooked__salt,cooked__salt.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 2160.0}"
cooked__scrambled_eggs,cooked__scrambled_eggs.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 1000.0}"
cooked__sesame_oil,cooked__sesame_oil.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 919.0, ""is_viscous"": true, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.42, 0.29, 0.12], ""specular_transmission_scattering_color"": [0.3, 0.21, 0.09], ""specular_reflection_ior_preset"": 18}}"
cooked__sesame_seed,cooked__sesame_seed.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 609.0}"
cooked__shortening,cooked__shortening.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.017, ""particle_density"": 866.0, ""is_viscous"": true, ""material_mtl_name"": ""Jade"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.0, ""specular_transmission_color"": [0.93, 0.9, 0.83], ""diffuse_reflection_color"": [0.93, 0.9, 0.83]}}"
cooked__sour_cream,cooked__sour_cream.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 970.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""specular_transmission_color"": [1, 0.98, 0.882], ""diffuse_reflection_color"": [1, 0.98, 0.882], ""specular_transmission_scattering_color"": [1, 0.98, 0.882]}}"
cooked__soy,cooked__soy.n.01,0,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 740.0}"
cooked__soy_sauce,cooked__soy_sauce.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1078.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.2, ""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.29, 0.17, 0.01], ""specular_transmission_scattering_color"": [0.18, 0.11, 0.02]}}"
cooked__soya_milk,cooked__soya_milk.n.01,1,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1030.0, ""is_viscous"": false, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""enable_diffuse_transmission"": false}}"
cooked__spaghetti,cooked__spaghetti.n.01,1,gpt,"{""type"": ""macro_physical_particle"", ""particle_density"": 1050.0}"
cooked__stuffing,cooked__stuffing.n.01,1,gpt,"{""type"": ""fluid"", ""particle_density"": 600.0, ""particle_contact_offset"": 0.015, ""is_viscous"": false, ""material_mtl_name"": ""PeanutButter"", ""customize_material_kwargs"": {""specular_transmission_color"": [0.55, 0.27, 0.07], ""diffuse_reflection_color"": [0.55, 0.27, 0.07], ""specular_transmission_scattering_color"": [0.55, 0.27, 0.07]}}"
cooked__sugar_syrup,cooked__sugar_syrup.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1420.0, ""is_viscous"": true, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.7, ""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [1.0, 0.98, 0.92], ""specular_transmission_scattering_color"": [0.57, 0.57, 0.57]}}"
cooked__sunflower_seed,cooked__sunflower_seed.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 894.0}"
cooked__thyme,cooked__thyme.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 291.0}"
cooked__tomato_paste,cooked__tomato_paste.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.02, ""particle_density"": 1262.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.35, 0.0, 0.0], ""enable_diffuse_transmission"": false}}"
cooked__tomato_rice,cooked__tomato_rice.n.01,0,fromcooked,"{""type"": ""granular"", ""particle_density"": 566.0}"
cooked__tomato_sauce,cooked__tomato_sauce.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.015, ""particle_density"": 1031.0, ""is_viscous"": true, ""material_mtl_name"": ""WholeMilk"", ""customize_material_kwargs"": {""diffuse_reflection_color"": [0.35, 0.0, 0.0], ""enable_diffuse_transmission"": false}}"
cooked__turmeric,cooked__turmeric.n.01,1,gpt,"{""type"": ""granular"", ""particle_density"": 1060.0}"
cooked__vanilla,cooked__vanilla.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 879.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_weight"": 0.4, ""specular_transmission_scattering_depth"": 0.0, ""specular_transmission_color"": [0.26, 0.12, 0.07], ""specular_transmission_scattering_color"": [0.25, 0.12, 0.01]}}"
cooked__vinegar,cooked__vinegar.n.01,0,fromcooked,"{""type"": ""fluid"", ""particle_contact_offset"": 0.012, ""particle_density"": 1006.0, ""is_viscous"": false, ""material_mtl_name"": ""DeepWater"", ""customize_material_kwargs"": {""specular_transmission_color"": [1.0, 1.0, 1.0], ""specular_transmission_scattering_color"": [1.0, 1.0, 1.0]}}"
